"ID","Chr","Start","End","Pops","Metapops","Stats","Evidence","Source","GenesAnnotation"
"35","11",6622193,6822193,NA,"AMR","iHS","LD","Pickrell et al.",NA
"36","12",74919953,75119953,NA,"AMR","iHS","LD","Pickrell et al.",NA
"37","7",132457986,132657986,NA,"AMR","iHS","LD","Pickrell et al.",NA
"38","2",17697105,17897105,NA,"AMR","iHS","LD","Pickrell et al.",NA
"39","6",118772144,119037136,NA,"AMR","iHS","LD","Pickrell et al.",NA
"40","2",35863283,36061206,NA,"AMR","iHS","LD","Pickrell et al.",NA
"41","4",142521242,142721242,NA,"AMR","iHS","LD","Pickrell et al.",NA
"42","14",100463910,100663910,NA,"AMR","iHS","LD","Pickrell et al.",NA
"43","5",107836400,108036400,NA,"AMR","iHS","LD","Pickrell et al.",NA
"44","11",57075949,57275950,NA,"AMR","iHS","LD","Pickrell et al.",NA
"45","12",26155800,26555800,NA,"AMR","iHS","LD","Pickrell et al.",NA
"46","2",160117982,160317982,NA,"AMR","iHS","LD","Pickrell et al.",NA
"47","12",47519950,47719950,NA,"AMR","iHS","LD","Pickrell et al.",NA
"48","2",6909271,7109271,NA,"AMR","iHS","LD","Pickrell et al.",NA
"49","6",153986751,154186753,NA,"AMR","iHS","LD","Pickrell et al.",NA
"50","17",38990221,39190221,NA,"AMR","iHS","LD","Pickrell et al.",NA
"51","18",36766039,36966038,NA,"AMR","iHS","LD","Pickrell et al.",NA
"52","15",35920507,36120507,NA,"AMR","iHS","LD","Pickrell et al.",NA
"53","10",30871065,31071065,NA,"AMR","iHS","LD","Pickrell et al.",NA
"54","17",40790222,40990222,NA,"AMR","iHS","LD","Pickrell et al.",NA
"55","2",26265481,26465481,NA,"AMR","iHS","LD","Pickrell et al.",NA
"56","2",51861211,52061211,NA,"AMR","iHS","LD","Pickrell et al.",NA
"57","1",200499215,200699215,NA,"AMR","iHS","LD","Pickrell et al.",NA
"58","5",165240416,165440417,NA,"AMR","iHS","LD","Pickrell et al.",NA
"59","5",155440247,155640247,NA,"AMR","iHS","LD","Pickrell et al.",NA
"60","3",24183505,24383505,NA,"AMR","iHS","LD","Pickrell et al.",NA
"61","X",8622223,8822223,NA,"AMR","iHS","LD","Pickrell et al.",NA
"62","2",168717983,168917983,NA,"AMR","iHS","LD","Pickrell et al.",NA
"63","6",46924304,47124305,NA,"AMR","iHS","LD","Pickrell et al.",NA
"64","15",58120509,58320509,NA,"AMR","iHS","LD","Pickrell et al.",NA
"65","2",26665481,26865481,NA,"AMR","iHS","LD","Pickrell et al.",NA
"66","4",59305516,59505516,NA,"AMR","iHS","LD","Pickrell et al.",NA
"67","6",119237136,119437136,NA,"AMR","iHS","LD","Pickrell et al.",NA
"68","1",89422420,89622420,NA,"AMR","iHS","LD","Pickrell et al.",NA
"69","4",162721243,162921243,NA,"AMR","iHS","LD","Pickrell et al.",NA
"70","12",7556137,7756137,NA,"AMR","iHS","LD","Pickrell et al.",NA
"71","3",1583316,1983316,NA,"AMR","iHS","LD","Pickrell et al.",NA
"72","7",123365995,123565995,NA,"AMR","iHS","LD","Pickrell et al.",NA
"73","20",2871354,3071354,NA,"AMR","iHS","LD","Pickrell et al.",NA
"74","16",80008602,80208602,NA,"AMR","iHS","LD","Pickrell et al.",NA
"75","2",159717982,159917982,NA,"AMR","iHS","LD","Pickrell et al.",NA
"76","15",52720511,52920511,NA,"AMR","iHS","LD","Pickrell et al.",NA
"77","6",34924245,35124245,NA,"AMR","iHS","LD","Pickrell et al.",NA
"78","6",111172104,111372104,NA,"AMR","iHS","LD","Pickrell et al.",NA
"79","13",37927863,38127863,NA,"AMR","iHS","LD","Pickrell et al.",NA
"80","4",128121240,128321240,NA,"AMR","iHS","LD","Pickrell et al.",NA
"81","6",46524304,46724304,NA,"AMR","iHS","LD","Pickrell et al.",NA
"82","15",58720509,58920509,NA,"AMR","iHS","LD","Pickrell et al.",NA
"83","1",168099104,168299104,NA,"AMR","iHS","LD","Pickrell et al.",NA
"84","9",31210002,31610002,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"85","7",67690862,68090863,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"86","2",97525019,97725019,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"87","5",109636400,109836400,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"88","6",26291793,26491793,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"89","3",29383505,29783505,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"90","11",58275952,58475951,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"91","3",131998457,132198458,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"92","6",84633563,84833563,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"93","13",35927863,36127863,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"94","2",99525020,99725020,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"95","9",86155531,86355531,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"96","9",75355530,75555530,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"97","15",55720510,55920510,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"98","3",74868159,75068159,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"99","15",56720510,56920510,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"100","9",13610001,13810001,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"101","12",71919953,72119953,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"102","15",57120510,57320510,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"103","2",54861212,55061213,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"104","4",159521243,159921243,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"105","5",130636408,130836407,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"106","3",153999513,154199513,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"107","1",5029567,5229567,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"108","16",10998642,11198642,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"109","2",172309765,172509765,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"110","7",28787143,28987144,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"111","19",31417254,31617254,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"112","10",18671065,18871065,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"113","3",27183505,27383505,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"114","7",29987144,30187144,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"115","7",40787161,40987162,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"116","5",123636407,123836407,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"117","18",44966037,45166037,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"118","20",59591550,59791550,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"119","2",43461210,43661210,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"120","10",65970236,66170236,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"121","2",84461218,84661218,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"122","7",84926033,85126033,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"123","11",16421876,16621877,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"124","11",77211307,77411307,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"125","18",23366038,23566038,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"126","3",19983504,20183504,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"127","10",2967808,3167808,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"128","1",193099213,193299213,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"129","13",57927865,58127865,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"130","5",14146891,14346891,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"131","7",9587130,9787131,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"132","5",26564134,26764134,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"133","2",42061209,42261209,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"134","2",229109779,229309779,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"135","5",136836412,137036412,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"136","2",46261210,46461210,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"137","2",84061218,84261218,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"138","2",98125019,98325019,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"139","6",23691793,23891793,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"140","6",115372143,115572143,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"141","6",153786751,153986751,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"142","7",126165995,126365995,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"143","11",74211307,74411307,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"144","15",44720510,44920510,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"145","2",50061211,50261211,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"146","15",53120511,53320511,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"147","6",159408557,159808557,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"148","6",18891790,19091790,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"149","7",2987125,3187127,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"150","15",99039248,99242272,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"151","2",209109770,209309770,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"152","5",141440249,141640249,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"153","15",65120609,65320609,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"154","3",76668159,76868159,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"155","3",3583316,3783316,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"156","5",109036400,109236400,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"157","6",130837166,131037167,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"158","5",18164134,18364134,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"159","13",90949745,91149745,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"160","3",63039284,63239284,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"161","20",39737944,39937944,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"162","5",136036412,136236413,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"163","14",65263529,65463529,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"164","14",80863903,81063903,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"165","9",114758166,114958166,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"166","X",146812936,147012936,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"167","2",25065480,25265480,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"168","22",32879459,33079460,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"169","8",68525211,68725211,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"170","1",5805674,6005674,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"171","11",38421874,38621874,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"172","11",105224063,105424063,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"173","1",78822294,79022294,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"174","21",40506203,40706204,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"175","9",110958165,111158165,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"176","4",128921239,129121240,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"177","5",160840415,161040415,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"178","16",80008602,80208602,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"179","5",129836407,130036408,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"180","6",56027243,56227243,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"181","18",64381785,64581785,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"182","6",2254767,2454767,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"183","6",132637168,132837167,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"184","10",117650499,117850499,"BPY","AFR","iHS","LD","Pickrell et al.",NA
"185","19",38217520,38417520,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"186","9",11810000,12010000,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"187","11",110424066,110824067,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"188","14",98063910,98263910,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"189","13",88349744,88549744,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"190","10",20071065,20271065,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"191","11",9821877,10221877,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"192","9",99758163,99958163,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"193","16",22881178,23081178,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"194","4",118521242,118721242,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"195","4",117921242,118321242,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"196","5",109636400,109836400,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"197","3",4383316,4583316,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"198","1",204099215,204299215,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"199","19",51404934,51604935,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"200","2",154717980,154917980,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"201","8",48124887,48324887,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"202","8",139118575,139318574,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"203","20",48550055,48950056,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"204","3",164199510,164399510,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"205","12",79103752,79303752,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"206","22",35479453,35679453,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"207","6",100245403,100445403,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"208","3",163799510,163999510,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"209","9",114158166,114358166,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"210","16",81408894,81608894,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"211","2",12109276,12309276,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"212","12",82503753,82703753,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"213","17",3549956,3749957,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"214","7",20587137,20787141,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"215","13",29927863,30127863,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"216","12",27955800,28155800,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"217","4",161721243,161921243,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"218","11",113024068,113224068,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"219","7",156907830,157107830,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"220","9",28610002,28810002,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"221","18",44966037,45366037,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"222","14",31661043,31861043,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"223","8",21298209,21498209,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"224","11",6022194,6222194,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"225","8",112718595,112918595,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"226","9",94758163,94958163,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"227","X",138992318,139192318,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"228","6",130237162,130437162,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"229","3",99598466,99798466,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"230","4",137721241,137921241,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"231","9",24010002,24210002,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"232","18",46366039,46566039,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"233","6",72033576,72233576,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"234","9",110958165,111158165,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"235","13",57527865,57727865,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"236","13",56927865,57127865,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"237","9",114758166,114958166,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"238","3",56590932,56790932,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"239","18",68981783,69181783,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"240","11",84411309,84611309,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"241","22",36079452,36279454,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"242","4",34375812,34575812,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"243","6",76233563,76433563,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"244","11",88027184,88227184,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"245","3",117198463,117398463,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"246","5",67468416,67868416,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"247","3",45983504,46183504,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"248","12",81703753,81903753,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"249","16",25881178,26081178,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"250","11",40421874,40621874,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"251","3",61039288,61239286,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"252","6",26291793,26491793,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"253","1",79422294,79622294,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"254","5",42964141,43164141,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"255","21",29105808,29305808,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"256","6",29524244,29724244,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"257","2",98125019,98325019,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"258","7",92726035,92926035,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"259","15",56120510,56320510,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"260","1",78822294,79022294,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"261","7",83326033,83526033,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"262","7",141847016,142047016,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"263","14",72263539,72463539,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"264","1",176699207,176899207,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"265","8",5355070,5555070,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"266","4",128921239,129121240,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"267","3",76668159,76868159,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"268","1",88622296,88822296,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"269","5",162640416,162840416,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"270","9",76155530,76355530,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"271","8",9305080,9505080,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"272","21",42706821,42906821,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"273","X",126140482,126340482,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"274","10",88450263,88650263,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"275","8",67725211,67925211,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"276","6",69833387,70033387,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"277","9",81155531,81355531,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"278","6",74633564,74833564,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"279","5",146440244,146640244,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"280","5",164040416,164240416,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"281","17",47167635,47367635,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"282","15",61720509,61920509,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"283","21",44555689,44755657,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"284","10",56570234,56770234,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"285","12",5220573,5420573,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"286","2",86461219,86661219,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"287","10",67370236,67570236,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"288","15",76320604,76520604,"BSP","AFR","iHS","LD","Pickrell et al.",NA
"289","2",108725026,108925026,NA,"EAS","iHS","LD","Pickrell et al.",NA
"290","2",211909769,212309769,NA,"EAS","iHS","LD","Pickrell et al.",NA
"291","6",125437155,125837161,NA,"EAS","iHS","LD","Pickrell et al.",NA
"292","2",107925026,108325026,NA,"EAS","iHS","LD","Pickrell et al.",NA
"293","10",54170234,54370234,NA,"EAS","iHS","LD","Pickrell et al.",NA
"294","10",93050263,93450253,NA,"EAS","iHS","LD","Pickrell et al.",NA
"295","5",112836404,113236404,NA,"EAS","iHS","LD","Pickrell et al.",NA
"296","10",53570234,53770234,NA,"EAS","iHS","LD","Pickrell et al.",NA
"297","11",25221878,25621878,NA,"EAS","iHS","LD","Pickrell et al.",NA
"298","12",1220573,1420573,NA,"EAS","iHS","LD","Pickrell et al.",NA
"299","13",104349649,104549648,NA,"EAS","iHS","LD","Pickrell et al.",NA
"300","2",125326193,125726193,NA,"EAS","iHS","LD","Pickrell et al.",NA
"301","17",50367640,50767640,NA,"EAS","iHS","LD","Pickrell et al.",NA
"302","4",168904119,169304119,NA,"EAS","iHS","LD","Pickrell et al.",NA
"303","9",110358165,110758165,NA,"EAS","iHS","LD","Pickrell et al.",NA
"304","13",63127866,63327866,NA,"EAS","iHS","LD","Pickrell et al.",NA
"305","8",32022942,32222942,NA,"EAS","iHS","LD","Pickrell et al.",NA
"306","22",39479495,39679495,NA,"EAS","iHS","LD","Pickrell et al.",NA
"307","2",16897105,17297105,NA,"EAS","iHS","LD","Pickrell et al.",NA
"308","1",73422296,73622296,NA,"EAS","iHS","LD","Pickrell et al.",NA
"309","5",108636400,108836400,NA,"EAS","iHS","LD","Pickrell et al.",NA
"310","5",24964134,25164134,NA,"EAS","iHS","LD","Pickrell et al.",NA
"311","10",51370234,51570234,NA,"EAS","iHS","LD","Pickrell et al.",NA
"312","10",92650263,92850263,NA,"EAS","iHS","LD","Pickrell et al.",NA
"313","20",60191547,60391547,NA,"EAS","iHS","LD","Pickrell et al.",NA
"314","9",125358167,125758167,NA,"EAS","iHS","LD","Pickrell et al.",NA
"315","16",17198642,17398642,NA,"EAS","iHS","LD","Pickrell et al.",NA
"316","7",86926033,87126033,NA,"EAS","iHS","LD","Pickrell et al.",NA
"317","2",172109765,172509765,NA,"EAS","iHS","LD","Pickrell et al.",NA
"318","16",65608596,65808596,NA,"EAS","iHS","LD","Pickrell et al.",NA
"319","2",38061206,38261207,NA,"EAS","iHS","LD","Pickrell et al.",NA
"320","1",65622296,65822296,NA,"EAS","iHS","LD","Pickrell et al.",NA
"321","4",103921239,104321239,NA,"EAS","iHS","LD","Pickrell et al.",NA
"322","15",63920748,64120748,NA,"EAS","iHS","LD","Pickrell et al.",NA
"323","7",3987127,4387128,NA,"EAS","iHS","LD","Pickrell et al.",NA
"324","10",10918031,11118031,NA,"EAS","iHS","LD","Pickrell et al.",NA
"325","16",77408602,77608602,NA,"EAS","iHS","LD","Pickrell et al.",NA
"326","1",75422294,75822294,NA,"EAS","iHS","LD","Pickrell et al.",NA
"327","4",157321243,157721243,NA,"EAS","iHS","LD","Pickrell et al.",NA
"328","9",110958165,111158165,NA,"EAS","iHS","LD","Pickrell et al.",NA
"329","1",103022423,103222423,NA,"EAS","iHS","LD","Pickrell et al.",NA
"330","4",28522109,28922109,NA,"EAS","iHS","LD","Pickrell et al.",NA
"331","6",158608559,158808559,NA,"EAS","iHS","LD","Pickrell et al.",NA
"332","3",71268159,71468159,NA,"EAS","iHS","LD","Pickrell et al.",NA
"333","2",29065483,29265483,NA,"EAS","iHS","LD","Pickrell et al.",NA
"334","10",4167808,4367808,NA,"EAS","iHS","LD","Pickrell et al.",NA
"335","22",36079452,36479453,NA,"EAS","iHS","LD","Pickrell et al.",NA
"336","4",143121242,143321242,NA,"EAS","iHS","LD","Pickrell et al.",NA
"337","13",111149652,111349652,NA,"EAS","iHS","LD","Pickrell et al.",NA
"338","X",87138852,87338852,NA,"EAS","iHS","LD","Pickrell et al.",NA
"339","3",62639285,62839285,NA,"EAS","iHS","LD","Pickrell et al.",NA
"340","10",15317995,15517995,NA,"EAS","iHS","LD","Pickrell et al.",NA
"341","7",127365995,127765995,NA,"EAS","iHS","LD","Pickrell et al.",NA
"342","3",175399509,175799510,NA,"EAS","iHS","LD","Pickrell et al.",NA
