"ID","Chr","Start","End","Pops","Metapops","Stats","Evidence","Source","GenesAnnotation"
"32","X",154531390,154547254,NA,NA,"LD,LRH","LD","Sabeti el al. (Multiple)",NA
"33","4",2969207,3046339,NA,NA,"Fst,Pexcess,LD","PD,LD","Sabeti el al. (Multiple)",NA
"34","4",144109303,144140691,NA,NA,"dN/dS,HKA,Tajima_D,FuLi_D,FuLi_F","PC,DFS","Sabeti el al. (Multiple)",NA
"35","5",157029425,157058959,NA,NA,"Pa/Ps,Heterozygosity","PC,DFS","Sabeti el al. (Multiple)",NA
"36","11",5225465,5227071,NA,NA,"LD,HS,GeographicCorrelation","LD,PD","Sabeti el al. (Multiple)",NA
"37","6",26087219,26096828,NA,NA,"Tajima_D,FayWu_H,FuLi_D,FuLi_F,HKA,Fst,LD","DFS,HFDA,PD,LD","Sabeti el al. (Multiple)",NA
"38","5",132658172,132661109,NA,NA,"Fst,HKA,Tajima_D,FuLi_D,FayWu_H","PD,DFS,HFDA","Sabeti el al. (Multiple)",NA
"39","5",132674122,132682587,NA,NA,"Fst","PD","Sabeti el al. (Multiple)",NA
"40","16",27254972,27305902,NA,NA,"MK,Tajima_D","PC,DFS","Sabeti el al. (Multiple)",NA
"41","7",142941115,142962416,NA,NA,"Tajima_D,FuLi_D,FuLi_F,FayWu_H","DFS,HFDA","Sabeti el al. (Multiple)",NA
"42","19",54786340,54830777,NA,NA,"EwensWatterson_F,LD,Fst,pNC/pNR,dN/dS","DFS,LD,PD,PC","Sabeti el al. (Multiple)",NA
"43","2",135794336,135812959,NA,NA,"LRH,Pexcess","LD,PD","Sabeti el al. (Multiple)",NA
"44","6",32901786,32905773,NA,NA,"dN/dS","PC","Sabeti el al. (Multiple)",NA
"45","X",43731364,43746820,NA,NA,"Tajima_D,FayWu_H,HKA,LD,Snn,FuLi_D,MK,PAML,Ka/Ks","DFS,HFDA,LD,PD,PC","Sabeti el al. (Multiple)",NA
"46","16",89918879,89920976,NA,NA,"MK,HKA,Tajima_D,EwensWatterson_F,FuLi_D,FuLi_F,Fst","PC,DFS,PD","Sabeti el al. (Multiple)",NA
"47","8",6406600,6643619,NA,NA,"Ka/Ks,MK,Tajima_D,FuLi_D,FuLi_F,FayWu_H,Fu_Fs","PC,DFS,HFDA","Sabeti el al. (Multiple)",NA
"48","7",87503863,87713254,NA,NA,"LD,LRH","LD","Sabeti el al. (Multiple)",NA
"49","8",56211797,56218615,NA,NA,"Ka/Ks","PC","Sabeti el al. (Multiple)",NA
"50","11",102835801,102843589,NA,NA,"Fst,DepaulisVeuille_K_H,Fu_Fs,Hudson_HapTest","PD,LD,DFS","Sabeti el al. (Multiple)",NA
"51","X",154144283,154158926,NA,NA,"LD,Tajima_D,Fst,HKA,MK","LD,DFS,PD,PC","Sabeti el al. (Multiple)",NA
"52","11",4889578,4890596,NA,NA,"Tajima_D,FayWu_H,Ka/Ks,PRFModel,PAML,MK","DFS,HFDA,PC","Sabeti el al. (Multiple)",NA
"53","11",4914722,4915663,NA,NA,"Tajima_D,FayWu_H,Ka/Ks,PRFModel,PAML,MK","DFS,HFDA,PC","Sabeti el al. (Multiple)",NA
"54","16",11221910,11222396,NA,NA,"dN/dS,MK,HKA","PC,DFS","Sabeti el al. (Multiple)",NA
"55","16",11216708,11217549,NA,NA,"dN/dS,MK","PC","Sabeti el al. (Multiple)",NA
"56","16",3242027,3256627,NA,NA,"dN/dS","PC","Sabeti el al. (Multiple)",NA
"57","1",25272531,25330445,NA,NA,"PAML","PC","Sabeti el al. (Multiple)",NA
"58","12",111452450,111599676,NA,NA,"LRH","LD","Sabeti el al. (Multiple)",NA
"59","20",45207032,45209767,NA,NA,"Ka/Ks,PAML","PC","Sabeti el al. (Multiple)",NA
"60","19",51124907,51130309,NA,NA,"dN/dS","PC","Sabeti el al. (Multiple)",NA
"61","Y",2786854,2787751,NA,NA,"Ka/Ks","PC","Sabeti el al. (Multiple)",NA
"62","7",122994758,122995634,NA,NA,"FayWu_H","HFDA","Sabeti el al. (Multiple)",NA
"63","7",142924795,142933723,NA,NA,"Tajima_D,FuLi_D,FuLi_F,FayWu_H","DFS,HFDA","Sabeti el al. (Multiple)",NA
"64","7",142871204,142871755,NA,NA,"Tajima_D,FuLi_D,FuLi_F,FayWu_H","DFS,HFDA","Sabeti el al. (Multiple)",NA
"65","19",57455424,57456486,NA,NA,"dN/dS","PC","Sabeti el al. (Multiple)",NA
"66","1",107603101,107688504,NA,NA,"Fst,LRH,MAFthreshold","PD,LD,DFS","Sabeti el al. (Multiple)",NA
"67","16",21138399,21152495,NA,NA,"dN/dS","PC","Sabeti el al. (Multiple)",NA
"68","7",76457516,76474632,NA,NA,"dN/dS","PC","Sabeti el al. (Multiple)",NA
"69","12",10985960,11186937,NA,NA,"dN/dS","PC","Sabeti el al. (Multiple)",NA
