"ID","Chr","Start","End","Pops","Metapops","Stats","Evidence","Source","GenesAnnotation"
"52",12,1e+06,1550000,"JPT","EAS","iHS","LD","Klassmann et al.",NA
"53",12,55050000,55350000,"JPT","EAS","iHS","LD","Klassmann et al.",NA
"54",14,49500000,49750000,"JPT","EAS","iHS","LD","Klassmann et al.",NA
"55",15,30700000,3.1e+07,"JPT","EAS","iHS","LD","Klassmann et al.",NA
"56",16,17200000,17550000,"JPT","EAS","iHS","LD","Klassmann et al.",NA
"57",16,65500000,65850000,"JPT","EAS","iHS","LD","Klassmann et al.",NA
"58",20,35600000,36100000,"JPT","EAS","iHS","LD","Klassmann et al.",NA
"59",21,10250000,10650000,"JPT","EAS","iHS","LD","Klassmann et al.",NA
"60",22,39250000,39550000,"JPT","EAS","iHS","LD","Klassmann et al.",NA
"61",1,160950000,161200000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"62",2,98200000,98650000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"63",2,181200000,181500000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"64",2,193900000,194150000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"65",4,13200000,13600000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"66",4,106750000,1.07e+08,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"67",7,65600000,65950000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"68",10,100300000,100700000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"69",10,102800000,103200000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"70",12,7.9e+07,79700000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"71",12,86950000,87200000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"72",13,52150000,52450000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"73",14,101550000,101900000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"74",15,44450000,44700000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"75",16,22900000,23200000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"76",17,3550000,3800000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"77",19,38200000,38700000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"78",20,38700000,38950000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"79",21,9750000,10100000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"80",21,10250000,10650000,"YRI","AFR","iHS","LD","Klassmann et al.",NA
"81",1,1200000,1600000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"82",2,82850000,83100000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"83",2,121300000,121800000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"84",2,134350000,136200000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"85",4,30100000,30400000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"86",4,33500000,34550000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"87",7,99250000,99550000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"88",9,123650000,123900000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"89",10,73100000,73450000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"90",12,49450000,49800000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"91",12,111050000,111550000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"92",12,111750000,112150000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"93",13,83750000,84050000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"94",14,66100000,67450000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"95",15,28750000,29100000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"96",15,48150000,48400000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"97",15,74450000,74750000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"98",17,60550000,6.1e+07,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"99",21,10250000,10650000,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"100",22,49700000,5e+07,"CEU,GBR","EUR","iHS","LD","Klassmann et al.",NA
"101",2,17100000,17500000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"102",2,21600000,2.2e+07,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"103",2,103200000,103450000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"104",2,108250000,109100000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"105",2,196300000,196600000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"106",2,212400000,212750000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"107",2,218650000,218950000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"108",3,104850000,105150000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"109",3,139300000,139550000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"110",7,86750000,8.7e+07,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"111",7,101950000,102250000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"112",8,10900000,11250000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"113",9,123550000,123850000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"114",11,63750000,64100000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"115",12,1150000,1400000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"116",16,17150000,17600000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"117",17,62850000,63300000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"118",20,35600000,36100000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"119",21,10250000,10650000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"120",22,3.2e+07,32250000,"CHB,CHS","EAS","iHS","LD","Klassmann et al.",NA
"121",2,17350000,17750000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"122",2,108400000,108800000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"123",2,134350000,136250000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"124",2,136350000,136600000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"125",3,107500000,107850000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"126",3,1.97e+08,197350000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"127",4,99150000,99450000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"128",6,68200000,68700000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"129",6,92650000,9.3e+07,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"130",7,86200000,86550000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"131",9,91250000,91500000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"132",12,19100000,19400000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"133",12,41750000,4.2e+07,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"134",13,62750000,63100000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"135",14,68950000,69200000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"136",14,105800000,106250000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"137",15,28150000,28400000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"138",15,36050000,36400000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"139",15,47900000,48400000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"140",22,43550000,43800000,"CEU,CHB","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"141",1,198250000,198500000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"142",2,17350000,17750000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"143",2,134300000,136250000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"144",4,99050000,99450000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"145",5,142700000,143100000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"146",6,68250000,68700000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"147",6,92600000,92850000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"148",7,86200000,86450000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"149",7,112450000,112700000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"150",8,32350000,32600000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"151",8,103550000,103800000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"152",9,91300000,91550000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"153",11,71200000,71550000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"154",12,41700000,42050000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"155",13,43650000,44050000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"156",14,68950000,69200000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"157",15,3.6e+07,36400000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"158",15,47850000,48500000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"159",15,74650000,74950000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"160",22,15950000,16200000,"CEU,JPT","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"161",1,40950000,41300000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"162",2,134500000,136200000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"163",2,237300000,237600000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"164",3,110800000,111050000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"165",3,163900000,164400000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"166",4,19300000,19750000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"167",4,80400000,80700000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"168",6,68400000,68650000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"169",6,71950000,72300000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"170",6,94650000,95050000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"171",8,83050000,83400000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"172",10,9550000,9900000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"173",10,37650000,37900000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"174",11,8.9e+07,89400000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"175",12,111300000,111550000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"176",13,57050000,57300000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"177",14,48400000,48800000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"178",15,4.8e+07,48400000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"179",16,14500000,14750000,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"180",19,37700000,3.8e+07,"CEU,YRI","EUR,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"181",1,86250000,86600000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"182",1,198100000,198350000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"183",4,98700000,9.9e+07,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"184",4,126600000,1.27e+08,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"185",4,146750000,1.47e+08,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"186",5,63250000,63500000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"187",5,142800000,143100000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"188",6,31650000,3.2e+07,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"189",7,149400000,149700000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"190",8,58100000,58550000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"191",10,9.2e+07,92300000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"192",11,56750000,57100000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"193",12,37950000,38200000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"194",12,38300000,38650000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"195",12,46700000,46950000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"196",12,104700000,105050000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"197",13,82750000,83150000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"198",14,34900000,35150000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"199",18,42900000,43150000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"200",21,14100000,14550000,"CHB,JPT","EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"201",2,27050000,27350000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"202",2,108600000,109050000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"203",2,199750000,200450000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"204",3,26100000,26350000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"205",4,39450000,39700000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"206",4,46750000,47150000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"207",4,99050000,99300000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"208",6,31150000,31550000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"209",6,62650000,62950000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"210",6,65500000,65950000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"211",6,74450000,74800000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"212",7,66700000,66950000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"213",8,84900000,85200000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"214",9,123650000,1.24e+08,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"215",10,102750000,103300000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"216",10,104800000,105050000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"217",10,105500000,105750000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"218",13,57050000,57500000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"219",13,82850000,83100000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"220",19,38150000,38450000,"CHB,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"221",1,102950000,103300000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"222",1,160950000,161200000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"223",1,189400000,189650000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"224",2,199750000,200450000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"225",3,87100000,87350000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"226",3,165600000,165950000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"227",3,175500000,175750000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"228",4,650000,1050000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"229",4,46800000,47200000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"230",4,98650000,99300000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"231",6,62600000,62950000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"232",6,65550000,65900000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"233",7,66400000,6.7e+07,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"234",8,84850000,85200000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"235",10,102800000,103200000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"236",13,56850000,57650000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"237",16,72300000,72600000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"238",17,30600000,30850000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"239",19,34550000,34900000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"240",19,38150000,38500000,"JPT,YRI","EAS,AFR","XPEHH/Rsb","LD","Klassmann et al.",NA
"241",1,35250000,35600000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"242",2,17400000,17700000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"243",2,108400000,108750000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"244",2,134350000,136250000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"245",3,107450000,107800000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"246",3,129450000,129700000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"247",4,99050000,99500000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"248",5,108900000,109150000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"249",6,28100000,28350000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"250",6,68200000,68700000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"251",6,69050000,69300000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"252",7,112450000,112750000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"253",11,71200000,71550000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"254",13,43650000,4.4e+07,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"255",13,62850000,63100000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"256",14,68950000,69200000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"257",15,28150000,28400000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"258",15,36050000,36350000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"259",15,47850000,48450000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
"260",15,74600000,74900000,"CEU,GBR,CHB,CHS","EUR,EAS","XPEHH/Rsb","LD","Klassmann et al.",NA
